Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2035 0.13 0.13 0.01 0.01 -0.03 -0.03 0.0140 0 0 0 0. 0.5205 0.5205 0.
2036 0.135869698826 0.265869698826 -0.00562904396194 0.00437095603806 -0.0623946012194 -0.0923946012194 0.0222903661954 0 0.000165983423674 0 0.00331967 0.67120074 0.66373148 0.
2037 0.0118383174102 0.277708016236 -0.0319828824658 -0.0276119264278 -0.0743298087599 -0.166724409979 0.0264094791623 0 0.00221889147633 0 0.04437783 0.82556775 0.72571763 0.
2038 -0.0216487511427 0.256059265093 -0.0106803342856 -0.0382922607134 -0.0267347060219 -0.193459116001 0.0303338274432 0 0.00298473007501 0 0.0596946 0.95478577 0.82047292 0.
2039 -0.178025030454 0.078034234639 -0.0308593981636 -0.069151658877 0.0990803877294 -0.0943787282716 0.0297661347493 0 0.00543911997584 0.00234462640126 0.20256746 0.90423205 0.65947165 0.09378506
2040 -0.109333585305 -0.0312993506661 -0.0439686652874 -0.113120324164 0.042416980695 -0.0519617475766 0.0321264172717 0 0.0105420095416 0 0.21084019 1.12192266 0.64753223 0.
2041 0.14155589109 0.110256540424 -0.080904801976 -0.19402512614 -0.0851172217144 -0.137078969291 0.0427781674967 0 0.0230063073355 0 0.46012615 1.62843963 0.5931558 0.
2042 0.162077390509 0.272333930933 -0.0594929703496 -0.25351809649 -0.0564430611831 -0.193522030474 0.0495897271824 0 0.0275445969242 0 0.55089194 1.90086077 0.66135391 0.
2043 0.104323637272 0.376657568205 -0.00835197509719 -0.261870071587 -0.0122261392678 -0.205748169742 0.0539119560602 0 0.0247486981454 0 0.49497396 1.98858915 0.87489774 0.
2044 0.116839007548 0.493496575753 -0.0109738072945 -0.272843878882 -0.0553506517058 -0.261098821448 0.0597491411744 0 0.0269560423563 0 0.53912085 2.19681487 0.98379296 0.
2045 0.0943335711864 0.587830146939 -0.0139011465545 -0.286745025436 -0.0217908838192 -0.282889705267 0.0645335960417 0 0.0288804547718 0 0.5776091 2.3692147 1.06959424 0.
2046 0.0286575147474 0.616487661686 0.0083912334164 -0.27835379202 -0.0231090504339 -0.305998755701 0.0673261567287 0 0.0262312590272 0 0.52462518 2.41325359 1.23284693 0.
2047 0.113910387423 0.730398049109 -0.0178997839475 -0.296253575967 0.0264907633322 -0.279507992369 0.0744408443885 0 0.0313811701959 0 0.6276234 2.70394288 1.29179023 0.
2048 0.250604890117 0.981002939226 0.0172526738602 -0.279000902107 0.0154992813857 -0.264008710983 0.084998423277 0 0.0309788532255 0 0.61957706 3.0146355 1.6205871 0.
2049 0.250697377408 1.23170031663 0.035857344379 -0.243143557728 0.0491114765048 -0.214897234478 0.093057877801 0 0.0291725907657 0 0.58345182 3.2293252 1.91655861 0.
2050 0.256230464647 1.48793078128 -0.0367440547472 -0.279887612475 -0.0385625953757 -0.253459829854 0.1013181508 0 0.039801439942 0 0.7960288 3.63656612 1.84550133 0.
2051 0.236445382628 1.72437616391 -0.0711022114393 -0.350989823914 -0.00696888016879 -0.260428710023 0.108753034302 0 0.0497250474129 0 0.99450095 4.00846674 1.77083961 0.
2052 -0.123630610266 1.60074555364 -0.0722829427834 -0.423272766697 -0.00781463110187 -0.268243341125 0.103371203464 0 0.0508309466558 0 1.01661893 3.8636003 1.5762077 0.
2053 -0.0601589280447 1.5405866256 -0.0744240107898 -0.497696777487 -0.0182571512827 -0.286500492408 0.106901826865 0 0.0566266087898 0 1.13253218 4.05645394 1.50825654 0.
2054 -0.0202109575425 1.52037566806 -0.0539784178334 -0.55167519532 -0.0642151076897 -0.350715600098 0.110733014202 0 0.0593322241717 0 1.18664448 4.21197379 1.5420237 0.
2055 0.0231810626348 1.54355673069 -0.0420857660439 -0.593760961364 -0.0198119829058 -0.370527583004 0.115421301618 0 0.0622149093828 0 1.24429819 4.39586269 1.59619177 0.
2056 -0.0141331006306 1.52942363006 -0.092401694685 -0.686162656049 0.00124588031996 -0.369281702684 0.117949816689 0 0.0724908039545 0 1.44981608 4.62585656 1.36377038 0.
2057 0.239862175929 1.76928580599 0.0551259066458 -0.631036749403 0.0165875715149 -0.352694131169 0.130457408069 0 0.0617497904942 0 1.23499581 4.8399691 2.06122853 0.
2058 0.112321176299 1.88160698229 -0.0392273126763 -0.670264062079 -0.0211274127694 -0.373821543938 0.133648885302 0 0.0716691431702 0 1.43338286 5.08450371 1.85939226 0.
2059 -0.156033457961 1.72557352433 -0.0841190424523 -0.754383104531 -0.0126819789789 -0.386503522917 0.129352583215 0 0.0775005032751 0 1.55001007 5.04308505 1.5555624 0.
2060 -0.0113793882384 1.71419413609 0.0333336839255 -0.721049420606 0.060650415775 -0.325853107142 0.135261509886 0 0.0673657499149 0 1.347315 5.06833155 2.0368728 0.
2061 0.0549932688268 1.76918740492 -0.0233252445932 -0.744374665199 -0.00760008444516 -0.333453191587 0.14095250633 0 0.0744990563721 0 1.48998113 5.34606104 1.9936035 0.
2062 0.0799728167633 1.84916022168 -0.00511281152048 -0.749487476719 0.0137007556112 -0.319752435976 0.146343134604 0 0.0744729690063 0 1.48945938 5.50738857 2.15610497 0.
2063 0.02806488384 1.87722510552 -0.037289980016 -0.786777456735 0.033317139999 -0.286435295977 0.149376806805 0 0.07948568139 0 1.58971363 5.67358943 2.09673376 0.
2064 -0.0263357329428 1.85088937258 -0.0221832595809 -0.808960716316 -0.0169267111614 -0.303362007138 0.151369331605 0 0.0792798071877 0 1.58559614 5.73027706 2.16268573 0.
2065 0.0549740514271 1.90586342401 -0.0508748253514 -0.859835541667 -0.0647136560217 -0.36807566316 0.1573333258 0 0.0865181535367 0 1.73036307 6.01777208 2.12445517 0.
2066 -0.0555491691156 1.85031425489 -0.0827541324623 -0.942589674129 -0.0480295453135 -0.416105208474 0.15776420107 0 0.0936304891712 0 1.87260978 6.13738337 1.92401136 0.
2067 -0.0310009910287 1.81931326386 -0.0321447352589 -0.974734409388 0.000770168703959 -0.41533503977 0.161116114593 0 0.0921810568883 0 1.84362114 6.21619929 2.06805173 0.
2068 0.235788554756 2.05510181862 -0.0382591263792 -1.01299353577 -0.0369456330101 -0.45228067278 0.173783293833 0 0.100120972376 0 2.00241945 6.7153134 2.20986964 0.
2069 0.180235894817 2.23533771344 -0.0554052099637 -1.06839874573 -0.0329171899733 -0.485197862753 0.179534997031 0 0.10672493638 0 2.13449873 6.98692396 2.18430182 0.
