Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2048 0.0772167803972 1.44135534912 -0.0528912676472 -0.240773412675 0.0201146703823 0.00803926908074 0.0902498699701 0 0.0360078854133 0 0.72015771 3.24761438 1.62725954 0.
2049 -0.0896685024858 1.35168684663 -0.0807282753052 -0.32150168798 0.00869489826445 0.0167341673452 0.0890249356979 0 0.0418353840843 0 0.83670768 3.29827883 1.41568655 0.
2050 0.0655019349134 1.41718878154 -0.0731628872088 -0.394664575189 0.0180247725924 0.0347589399376 0.0965332401112 0 0.0487940279741 0 0.97588056 3.62790762 1.43217636 0.
2051 0.197742438897 1.61493122044 0.0104027720734 -0.384261803116 -0.0199922342296 0.014766705708 0.106041927966 0 0.0447375490204 0 0.89475098 3.85232107 1.83913137 0.
2052 0.317112956226 1.93204417667 -0.0678331372442 -0.45209494036 -0.0474965224517 -0.0327298167437 0.117499575532 0 0.0597303720096 0 1.19460744 4.42094285 1.73307611 0.
2053 0.19820298056 2.13024715723 -0.0664031638373 -0.518498104197 -0.00217186600629 -0.03490168275 0.122420637522 0 0.0653483842438 0 1.30696768 4.65284489 1.7121676 0.
2054 -0.193051713655 1.93719544357 -0.0550493916893 -0.573547495886 0.0912842845189 0.0563826017689 0.115197830258 0 0.0632922607632 0.0141542382643 1.83201475 3.98069167 1.13253994 0.56616953
2055 -0.131048921 1.80614652257 -0.0328220673126 -0.606369563199 -0.00270311817137 0.0536794835975 0.117404286109 0 0.0634582728319 0 1.26916546 4.47400268 1.6183804 0.
2056 -0.0368945248662 1.7692519977 -0.027441563675 -0.633811126874 0.0275856436084 0.0812651272059 0.121922141753 0 0.0656433984748 0.00225929874112 1.40323992 4.57453627 1.62058334 0.09037195
2057 -0.0217913574945 1.74746064021 -0.0528189579459 -0.68663008482 0.0592919085118 0.140557035718 0.125269747874 0 0.0714703868571 0.030773122726 2.66033265 3.90695456 0.69078715 1.23092491
2058 0.126600108426 1.87406074864 -0.143920401425 -0.830550486245 0.0209179695042 0.161475005222 0.133772093684 0 0.0916837046837 0.0202945144304 2.64545467 4.77958295 0.65381624 0.81178058
2059 0.118842059545 1.99290280818 -0.107658514546 -0.938209000791 -0.00581345241188 0.15566155281 0.139274931079 0 0.0980762894447 0.00810767624479 2.28583284 5.40616199 0.99272896 0.32430705
2060 0.0660079075813 2.05891071576 -0.0326887457712 -0.970897746562 -0.0992575837556 0.0564039690544 0.142986010807 0 0.0950130682763 0 1.90026137 5.71477635 1.43918828 0.
2061 0.120192865046 2.17910358081 -0.0166302203457 -0.987527966908 -0.0573997916944 -0.000995822640003 0.149647124959 0 0.0966516739797 0 1.93303348 5.93918886 1.58986353 0.
2062 -0.0560679512333 2.12303562958 0.0399106965341 -0.947617270374 0.0180873931752 0.0170915705352 0.148865508514 0 0.087263059267 0 1.74526119 5.77491114 1.84807348 0.
2063 0.0334689697988 2.15650459938 0.031606067742 -0.916011202632 -0.0182192744486 -0.00112770391344 0.154586516316 0 0.0866339648152 0 1.7326793 5.93710496 2.03857655 0.
2064 0.0800486627442 2.23655326212 -0.0199866081011 -0.935997810733 -0.00874476870043 -0.00987247261387 0.160373815225 0 0.0931825343508 0 1.86365069 6.20895247 2.01573843 0.
2065 -0.0762054793493 2.16034778277 0.0255400323855 -0.910457778348 0.0334825502495 0.0236100776356 0.159589804153 0 0.0857042083472 0 1.71408417 6.07325725 2.21656787 0.
2066 -0.18228904166 1.97805874111 0.015909072359 -0.894548705989 -0.0353958735984 -0.0117857959628 0.1577825855 0 0.0825928571623 0 1.65185714 5.97237042 2.25569185 0.
2067 0.0315676705454 2.00962641166 -0.0672315943993 -0.961780300388 -0.0426095347382 -0.054395330701 0.165743851704 0 0.0961615215296 0 1.92323043 6.41473837 2.08746991 0.
2068 0.143904370326 2.15353078199 -0.121519101553 -1.08329940194 -0.0516716577841 -0.106066988485 0.173903063287 0 0.111744364957 0 2.2348873 6.89325737 1.86476095 0.
2069 -0.0223786063471 2.13115217564 -0.0167169149508 -1.10001631689 0.00652898484046 -0.0995380036445 0.173920556318 0 0.103385290517 0 2.06770581 6.76839605 2.11605797 0.
2070 0.195844339153 2.32699651479 -0.0444984638515 -1.14451478074 -0.0232897825885 -0.122827786233 0.184967987627 0 0.112616691131 0 2.25233382 7.23829 2.17053889 0.
