Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2048 0.185526299122 1.22385532413 -0.0729330623358 -0.731052232933 -0.000604146561333 0.0247104658488 0.0882516837055 0 0.0734359345865 0 1.46871869 3.74908953 0.44447247 0.
2049 0.0410949133778 1.26495023751 -0.100803878991 -0.831856111924 -0.0145084790746 0.0102019867742 0.0898306262612 0 0.0821796104466 0 1.64359221 3.92761294 0.22953047 0.
2050 0.0833710300048 1.34832126751 0.0076037126688 -0.824252399255 0.0103034589785 0.0205054457527 0.0955999690446 0 0.0745936306223 0 1.49187261 3.98690353 0.63019015 0.
2051 0.0852759993089 1.43359726682 0.0178955669903 -0.806356832265 0.0880793718248 0.0205054457527 0.10066538077 0 0.0732688236602 0.0273965571099 2.56123876 3.29709706 0. 1.09586228
2052 -0.149414638873 1.28418262795 -0.0465040532294 -0.852860885494 0.0671551555014 0.0205054457527 0.0971062542001 0 0.0781053069859 0.0190009472141 2.32214403 3.51473881 0. 0.76003789
2053 -0.0798422615386 1.20434036641 -0.063297092208 -0.916157977702 0.0222675173889 0.0427729631416 0.100388315319 0 0.0840421244238 0 1.68084249 4.27228133 0.49038573 0.
2054 0.0913826239108 1.29572299032 -0.055985556043 -0.972143533745 -0.0647359828542 -0.0219630197126 0.10866403274 0 0.0901101368313 0 1.80220274 4.61157303 0.55661688 0.
2055 0.0586487565351 1.35437174686 -0.0547161850031 -1.02685971875 0.0353459869611 0.0133829672485 0.112608275212 0 0.0943718031585 0 1.88743606 4.7938253 0.54709416 0.
2056 0.173093625386 1.52746537225 0.00177651301082 -1.02508320574 0.0292015604347 0.0425845276832 0.121340229657 0 0.0926151087908 0 1.85230218 5.02943352 0.86175363 0.
2057 0.184609746377 1.71207511863 -0.02186646614 -1.04694967188 -0.0599289979866 -0.0173444703034 0.12839933303 0 0.0978365217077 0 1.95673043 5.31952782 0.91688434 0.
2058 0.100328259376 1.81240337801 0.0113334689172 -1.03561620296 0.0126561164853 -0.00468835381813 0.132162988964 0 0.0946299843557 0 1.89259969 5.38433943 1.12599014 0.
2059 0.0820734730796 1.89447685109 -0.0278520695857 -1.06346827255 0.00289145193377 -0.00179690188436 0.136800870932 0 0.100261857229 0 2.00523714 5.60795399 1.09617041 0.
2060 0.175255926729 2.06973277782 0.0345983166246 -1.02886995593 0.0566961464517 0.0548992445673 0.145183293293 0 0.095410301086 0 1.90820602 5.78665332 1.49318977 0.
2061 0.215526300856 2.28525907868 0.0169541444298 -1.0119158115 -0.0521957035091 0.00270354105818 0.153334372445 0 0.0978027997531 0 1.956056 6.06707317 1.66594718 0.
2062 0.229177538318 2.514436617 -0.032367327761 -1.04428313926 -0.0486483638395 -0.0459448227813 0.161248139042 0 0.106175849688 0 2.12351699 6.43008192 1.65216868 0.
2063 -0.0713108738586 2.44312574314 -0.0485840585725 -1.09286719783 -0.000128809985965 -0.0460736327673 0.157914212108 0 0.107653385661 0 2.15306771 6.35222715 1.50782479 0.
2064 0.0256899533347 2.46881569647 -0.00320519315232 -1.09607239098 -0.0118906029115 -0.0579642356788 0.163629453392 0 0.105600328781 0 2.11200658 6.49288853 1.74087374 0.
2065 0.0421769721425 2.51099266861 -0.0665447281473 -1.16261711913 -0.0726795776184 -0.130643813297 0.168173004426 0 0.115917389313 0 2.31834779 6.78395097 1.56766845 0.
2066 -0.318811443148 2.19218122546 -0.105813512223 -1.26843063135 -0.0143982342216 -0.145042047519 0.159202667016 0 0.12062191752 0 2.41243835 6.58540877 1.15742248 0.
2067 -0.0871064410417 2.10507478442 -0.094788559065 -1.36321919042 -0.0607351514395 -0.205777198958 0.165318820684 0 0.128252393878 0 2.56504788 6.88335053 1.1119928 0.
2068 0.105007261538 2.21008204596 -0.0413570046555 -1.40457619508 -0.0374436907177 -0.243220889676 0.174226134327 0 0.130061837103 0 2.60123674 7.17771159 1.32492892 0.
2069 -0.00224463973916 2.20783740622 -0.00891695599417 -1.41349315107 0.0326443205431 -0.210576569133 0.175692347627 0 0.127288654876 0 2.5457731 7.18010025 1.45211078 0.
2070 -0.133339565031 2.07449784119 -0.0491395360038 -1.46263268707 0.0229989081847 -0.187577660948 0.174323196454 0 0.131598046625 0 2.63196093 7.20366659 1.28175449 0.
